feature	ham_probability	spam_probability
severa	2.262575507801134e-07	1.667158379152899e-05
severai	2.262575507801134e-07	1.2801394697066903e-05
several	0.0003061264662054934	0.0001952956958436253
severance	3.687998077715849e-05	1.4885342671008026e-06
severe	1.2896680394466464e-05	2.232801400651204e-05
severed	7.919014277303969e-06	1.1908274136806421e-06
severely	1.0860362437445444e-05	8.931205602604816e-06
severity	2.4888330585812476e-06	1.1908274136806421e-06
severson	1.5611771003827826e-05	2.9770685342016053e-07
sevil	3.778501098027894e-05	2.9770685342016053e-07
sewage	2.2625755078011343e-06	8.931205602604816e-06
sex	1.3575453046806805e-06	0.00026882928863840495
sexual	3.6201208124818143e-06	0.00015957087343320604
sexually	2.262575507801134e-07	2.0839479739411237e-05
sexy	4.525151015602268e-07	2.5007375687293486e-05
seyfried	1.674305875772839e-05	2.9770685342016053e-07
sezgen	1.538551345304771e-05	2.9770685342016053e-07
sf	1.3801710597586917e-05	6.430468033875468e-05
sfx	2.262575507801134e-07	9.228912456024977e-06
sg	6.335211421843175e-06	7.442671335504013e-06
sh	4.5251510156022686e-06	6.817486943321676e-05
sha	6.787726523403402e-07	2.9770685342016053e-05
shadow	2.2625755078011343e-06	7.442671335504013e-06
shadows	2.2625755078011343e-06	2.3816548273612843e-06
shadowy	2.4888330585812476e-06	1.7862411205209632e-06
shafer	1.5838028554607938e-06	2.3816548273612843e-06
shaft	4.525151015602268e-07	1.3992222110747545e-05
shah	1.9684406917869866e-05	3.870189094462087e-06
shail	2.262575507801134e-07	2.1732600299671718e-05
shake	4.072635914042041e-06	7.442671335504013e-06
shaken	4.298893464822154e-06	3.870189094462087e-06
shakespeare	6.787726523403402e-07	4.7633096547225685e-06
shaky	2.4888330585812476e-06	2.083947973941124e-06
shal	2.262575507801134e-07	2.1732600299671718e-05
shale	4.525151015602268e-07	1.101515357654594e-05
shalesh	2.6019618339713043e-05	2.9770685342016053e-07
shall	0.00021946982425671	0.00029145500949833716
shallow	2.4888330585812476e-06	3.5724822410419264e-06
shame	2.0363179570210205e-06	8.931205602604816e-06
shan	1.8100604062409072e-06	4.7633096547225685e-06
shanbhogue	6.24470840153113e-05	2.9770685342016053e-07
shane	1.2896680394466464e-05	1.7862411205209632e-06
shanghai	1.5838028554607938e-06	1.2801394697066903e-05
shankman	6.584094727701301e-05	2.9770685342016053e-07
shannon	1.0407847335885217e-05	5.95413706840321e-06
shape	1.85531191639693e-05	2.0541772885991076e-05
shaped	2.2625755078011343e-06	9.824326162865297e-06
shaping	5.882696320282949e-06	1.4885342671008026e-06
shapiro	2.8960966499854515e-05	1.1908274136806421e-06
sharad	2.0363179570210208e-05	2.9770685342016053e-07
share	0.000395045683662078	0.0002476921020455736
shared	2.398330038269202e-05	6.757945572637643e-05
sharehoider	2.262575507801134e-07	4.167895947882247e-05
sharehoiders	2.262575507801134e-07	1.2205980990226581e-05
shareholder	0.00013371821251104702	0.0001018157438696949
shareholders	0.0001300980916985652	4.048813206514183e-05
shares	0.0006518480037975067	0.00047752179288593747
shareware	2.262575507801134e-07	2.1434893446251557e-05
shari	1.0181589785105104e-05	5.061016508142729e-06
sharing	2.647213344127327e-05	4.435832115960392e-05
sharma	5.882696320282949e-06	2.9770685342016053e-07
sharon	2.4435815484252248e-05	3.5724822410419264e-06
sharp	2.986599670297497e-05	2.322113456677252e-05
sharpiy	2.262575507801134e-07	5.358723361562889e-06
sharply	2.8508451398294288e-05	1.3396808403907224e-05
sharron	7.466499175743743e-06	8.931205602604816e-07
shattered	3.1676057109215877e-06	2.6793616807814447e-06
shattering	6.787726523403402e-07	6.2518439218233715e-06
shaving	2.4888330585812476e-06	2.3816548273612843e-06
shaw	1.0181589785105104e-05	6.2518439218233715e-06
shawn	1.267042284368635e-05	4.167895947882248e-06
shawna	1.0860362437445444e-05	2.9770685342016053e-07
she	0.0004486687231969649	0.0003346225032442604
shearer	6.787726523403402e-07	3.870189094462087e-06
shebanow	2.262575507801134e-07	9.228912456024977e-06
shed	1.9005634265529528e-05	6.847257628663692e-06
shedding	5.203923667942609e-06	8.931205602604816e-07
sheep	1.1312877539005671e-06	1.3099101550487064e-05
sheer	1.5838028554607938e-06	7.144964482083853e-06
sheet	0.00023689165566677874	2.5007375687293486e-05
sheets	3.1449799558435767e-05	7.62129544755611e-05
sheik	2.262575507801134e-07	4.7633096547225685e-06
sheila	8.891921745658457e-05	2.3816548273612843e-06
shelby	9.050302031204537e-06	2.3816548273612843e-06
shelf	3.1676057109215877e-06	7.144964482083853e-06
shell	6.561468972623289e-05	2.232801400651204e-05
shelley	1.5838028554607937e-05	3.5724822410419264e-06
shells	6.787726523403402e-07	1.161056728338626e-05
shelly	3.054476935531531e-05	2.9770685342016053e-07
shelter	1.3575453046806805e-06	5.65643021498305e-06
shelton	3.393863261701701e-06	6.847257628663692e-06
shen	9.27655958198465e-06	5.954137068403211e-07
shepherd	1.199165019134601e-05	4.167895947882248e-06
sheppard	2.9413481601414743e-06	2.3816548273612843e-06
shepperd	1.1765392640565897e-05	2.9770685342016053e-07
sheraton	2.2625755078011343e-06	2.083947973941124e-06
sheri	3.846378363261928e-05	1.4885342671008026e-06
sheridan	2.1041952222550546e-05	2.3816548273612843e-06
sheriff	1.8100604062409072e-06	3.5724822410419264e-06
sherlyn	3.936881383573973e-05	2.9770685342016053e-07
sherman	1.0181589785105104e-05	2.977068534201605e-06
sherri	1.063410488666533e-05	1.1908274136806421e-06
sherriff	4.593028280836302e-05	2.9770685342016053e-07
sherry	9.050302031204537e-06	4.167895947882248e-06
sheryl	5.430181218722722e-06	1.4885342671008026e-06
shi	4.072635914042041e-06	8.246479839738446e-05
shield	3.846378363261928e-06	5.358723361562889e-06
shift	3.891629873417951e-05	5.358723361562889e-06
shifted	6.561468972623289e-06	1.4885342671008026e-06
shifting	7.240241624963629e-06	1.1908274136806421e-06
shifts	7.919014277303969e-06	1.1908274136806421e-06
shihong	3.1676057109215877e-06	2.9770685342016053e-07
shiiip	2.262575507801134e-07	1.8755531765470114e-05
shiip	2.262575507801134e-07	4.2869786892503115e-05
shiiping	2.262575507801134e-07	1.8755531765470114e-05
shijie	1.2444165292906237e-05	2.9770685342016053e-07
shine	2.0363179570210205e-06	7.442671335504013e-06
shining	2.4888330585812476e-06	1.696929064494915e-05
shinohara	3.1676057109215877e-06	2.9770685342016053e-07
ship	3.3712375066236897e-05	0.00013158642921171096
shipman	1.1765392640565897e-05	5.954137068403211e-07
shipment	1.1765392640565897e-05	2.322113456677252e-05
shipments	4.5251510156022686e-06	4.167895947882248e-06
shipped	8.597786929644309e-06	9.139600399998928e-05
shipper	3.8237526081839163e-05	8.931205602604816e-07
shippers	5.7469417898148806e-05	2.9770685342016053e-07
shippiing	2.262575507801134e-07	1.696929064494915e-05
shipping	3.3712375066236897e-05	0.0003069357658761855
shippinq	2.262575507801134e-07	7.144964482083853e-06
shipplng	2.262575507801134e-07	6.2518439218233715e-06
ships	6.561468972623289e-06	1.5183049524428187e-05
shirley	0.00037898139755668996	6.847257628663692e-06
shirt	5.882696320282949e-06	1.4587635817587866e-05
shirts	7.466499175743743e-06	7.442671335504013e-06
shit	1.5838028554607938e-06	7.442671335504013e-06
shively	3.054476935531531e-05	2.9770685342016053e-07
shl	2.262575507801134e-07	7.740378188924174e-06
shlp	2.262575507801134e-07	7.740378188924174e-06
shlpp	2.262575507801134e-07	3.8404184091200705e-05
shlpped	2.262575507801134e-07	1.13128604299661e-05
shlppl	2.262575507801134e-07	8.633498749184656e-06
shlppln	2.262575507801134e-07	7.740378188924174e-06
shlpplng	2.262575507801134e-07	4.7930803400645846e-05
shmuel	3.846378363261928e-05	1.7862411205209632e-06
sho	2.262575507801134e-07	2.9175271635175732e-05
shock	9.502817132764764e-06	8.633498749184656e-06
shocked	5.203923667942609e-06	1.4587635817587866e-05
shocking	2.0363179570210205e-06	9.228912456024977e-06
shoe	3.393863261701701e-06	6.2518439218233715e-06
shoemake	2.2625755078011343e-06	2.6793616807814447e-06
shoes	6.108953871063062e-06	8.038085042344335e-06
shona	5.7016902796588576e-05	2.9770685342016053e-07
shook	2.2625755078011343e-06	6.847257628663692e-06
shoot	1.267042284368635e-05	1.9053238618890274e-05
shooting	8.371529378864195e-06	1.696929064494915e-05
shoots	4.525151015602268e-07	4.167895947882248e-06
shop	2.1946982425671e-05	0.00017534933666447456
shoppe	2.262575507801134e-07	1.0122033016285458e-05
shopper	6.787726523403402e-07	5.95413706840321e-06
shoppers	1.5838028554607938e-06	5.061016508142729e-06
shopping	2.2852012628791453e-05	8.276250525080463e-05
shops	2.4888330585812476e-06	5.031245822800713e-05
shore	2.647213344127327e-05	1.101515357654594e-05
shoreline	8.824044480424424e-06	2.977068534201605e-06
short	0.00037241992858406665	0.00018279200799997856
shortage	1.7195573859288617e-05	4.465602801302408e-06
shortages	1.3575453046806804e-05	2.6793616807814447e-06
shortcomings	3.1676057109215877e-06	5.954137068403211e-07
shortcuts	4.525151015602268e-07	7.144964482083853e-06
shorten	3.1676057109215877e-06	2.977068534201605e-06
shorter	9.27655958198465e-06	2.083947973941124e-06
shortest	2.4888330585812476e-06	4.167895947882248e-06
shortfall	1.787434651162896e-05	2.977068534201605e-06
shortfalls	1.131287753900567e-05	5.954137068403211e-07
shortiy	2.262575507801134e-07	8.633498749184656e-06
shortly	4.276267709744144e-05	3.09615127556967e-05
shorts	3.6201208124818143e-06	7.740378188924174e-06
shot	1.9684406917869866e-05	4.316749374592328e-05
shotgun	2.9413481601414743e-06	2.083947973941124e-06
shots	6.787726523403402e-06	9.526619309445137e-06
shouid	2.262575507801134e-07	0.00011580796598044244
should	0.0011317402690021272	0.0007005042260976377
shoulder	2.9413481601414743e-06	1.3396808403907224e-05
shoulders	1.8100604062409072e-06	2.6793616807814447e-06
shouldn	1.6064286105388052e-05	2.9175271635175732e-05
shout	4.751408566382382e-06	3.274775387621766e-06
shove	9.050302031204536e-07	1.0419739869705618e-05
show	0.0001669780724757237	0.0002247686743322212
showcase	4.298893464822154e-06	1.7862411205209632e-05
showcases	1.3575453046806805e-06	3.870189094462087e-06
showed	3.1676057109215875e-05	2.1137186592831397e-05
shower	6.787726523403402e-07	8.931205602604816e-06
showing	5.7469417898148806e-05	1.7564704351789472e-05
shown	4.117887424198064e-05	7.740378188924174e-05
showroom	4.525151015602268e-07	5.358723361562889e-06
shows	7.851137012069936e-05	4.465602801302408e-05
shrink	4.072635914042041e-06	5.65643021498305e-06
shrinkage	4.298893464822154e-06	2.977068534201605e-06
shrinking	4.977666117162495e-06	5.954137068403211e-07
shrivastava	9.502817132764764e-06	2.9770685342016053e-07
shrunk	2.715090609361361e-06	1.7862411205209632e-06
shtml	2.262575507801134e-07	9.228912456024977e-06
shults	1.4932998351487486e-05	2.9770685342016053e-07
shun	9.050302031204536e-07	8.038085042344335e-06
shut	6.40308868707721e-05	8.633498749184656e-06
shutdown	5.656438769502835e-06	3.5724822410419264e-06
shutting	5.203923667942609e-06	5.954137068403211e-07
shuttle	6.787726523403402e-06	1.7862411205209632e-06
shy	4.977666117162495e-06	8.335791895764495e-06
si	1.4932998351487486e-05	0.0001455786513224585
sialkot	2.262575507801134e-07	6.847257628663692e-06
siam	9.729074683544877e-06	1.4885342671008026e-06
siaou	6.108953871063062e-06	2.9770685342016053e-07
sic	1.3575453046806804e-05	4.7633096547225685e-06
sich	9.050302031204536e-07	1.3992222110747545e-05
sick	9.502817132764764e-06	3.24500470227975e-05
sid	5.203923667942609e-06	1.1908274136806421e-06
side	0.00014095845413601064	0.00010776988093809811
sidebacks	2.262575507801134e-07	4.0785838918561995e-05
sided	1.8100604062409072e-06	2.3816548273612843e-06
sideeffects	2.262575507801134e-07	9.228912456024977e-06
sidelines	5.430181218722722e-06	2.9770685342016053e-07
siderurgica	3.1676057109215877e-06	2.9770685342016053e-07
sides	1.7195573859288617e-05	4.465602801302408e-06
sido	2.262575507801134e-07	5.65643021498305e-06
sie	1.8326861613189186e-05	7.829690244950222e-05
sieek	2.262575507801134e-07	5.358723361562889e-06
siemens	3.393863261701701e-06	4.167895947882248e-06
sierra	9.729074683544877e-06	4.7930803400645846e-05
sigh	2.0363179570210205e-06	2.083947973941124e-06
sight	4.298893464822154e-06	1.2205980990226581e-05
sightings	4.525151015602268e-07	3.483170185015878e-05
sights	3.6201208124818143e-06	1.1908274136806421e-06
sigma	3.846378363261928e-06	5.65643021498305e-06
sign	0.00013688581822196861	9.258683141366992e-05
signal	1.6290543656168164e-05	1.190827413680642e-05
signals	1.267042284368635e-05	9.526619309445137e-06
signature	2.4209557933472136e-05	3.0366099048856374e-05
signatures	9.729074683544877e-06	8.931205602604816e-07
signed	0.00010679356396821353	6.728174887295628e-05
significance	6.787726523403402e-06	7.740378188924174e-06
significant	0.00016607304227260323	8.722810805210703e-05
significantiy	2.262575507801134e-07	1.3694515257327385e-05
significantly	5.384929708566699e-05	3.39385812898983e-05
signify	9.050302031204536e-07	4.7633096547225685e-06
signing	2.986599670297497e-05	3.423628814331846e-05
signings	2.262575507801134e-07	7.144964482083853e-06
signoff	8.145271828084082e-06	2.9770685342016053e-07
signs	2.7603421195173835e-05	2.679361680781445e-05
signup	2.4888330585812476e-06	9.824326162865297e-06
siguiente	2.262575507801134e-07	5.95413706840321e-06
silberstein	2.262575507801134e-07	1.101515357654594e-05
sildenafil	2.262575507801134e-07	8.038085042344335e-06
silence	5.882696320282949e-06	1.0717446723125779e-05
silent	4.298893464822154e-06	1.2801394697066903e-05
silicon	6.561468972623289e-06	7.740378188924174e-06
silva	4.298893464822154e-06	1.4885342671008026e-06
silver	1.2217907742126124e-05	4.614456228012488e-05
silvia	4.072635914042041e-06	1.1908274136806421e-06
sim	1.3575453046806805e-06	3.0068392195436213e-05
simiiar	2.262575507801134e-07	2.857985792833541e-05
similar	9.932706479246979e-05	0.0001161056728338626
similarly	8.597786929644309e-06	8.931205602604816e-07
simmons	9.95533223432499e-06	1.7862411205209632e-06
simon	1.8100604062409074e-05	5.95413706840321e-06
simpiicity	2.262575507801134e-07	4.465602801302408e-06
simple	3.8690041183399394e-05	0.0002080970905406922
simpler	5.430181218722722e-06	3.274775387621766e-06
simplicial	2.262575507801134e-07	5.358723361562889e-06
simplicity	9.050302031204536e-07	1.2205980990226581e-05
simpliest	2.262575507801134e-07	5.061016508142729e-06
simplified	2.9413481601414743e-06	4.7633096547225685e-06
simplify	2.9413481601414743e-06	4.7633096547225685e-06
simply	7.08186133941755e-05	0.00023102051825404457
simpson	9.050302031204537e-06	3.5724822410419264e-06
simulate	6.335211421843175e-06	1.7862411205209632e-06
simulated	6.108953871063062e-06	1.4885342671008026e-06
simulating	4.072635914042041e-06	2.9770685342016053e-07
simulation	5.06816913747454e-05	3.5724822410419264e-06
simulations	1.0860362437445444e-05	2.9770685342016053e-07
simultaneous	3.846378363261928e-06	2.6793616807814447e-06
simultaneously	1.1086619988225557e-05	7.442671335504013e-06
sin	4.072635914042041e-06	2.9770685342016053e-05
sina	2.2625755078011343e-06	3.274775387621766e-06
since	0.0005210711394466012	0.0003864234957393684
sincere	2.9413481601414743e-06	2.292342771335236e-05
sincereiy	2.262575507801134e-07	1.3992222110747545e-05
sincerely	9.638571663232831e-05	0.00021375352075567525
sincerest	2.4888330585812476e-06	1.7862411205209632e-06
sincerity	9.050302031204536e-07	8.038085042344335e-06
sind	1.5838028554607938e-06	1.5183049524428187e-05
sing	2.2625755078011343e-06	1.726699749836931e-05
singapore	3.574869302325792e-05	9.228912456024977e-06
singer	2.0363179570210205e-06	2.977068534201605e-06
singh	7.013984074183515e-06	8.931205602604816e-07
singie	2.262575507801134e-07	5.95413706840321e-06
singing	3.1676057109215877e-06	2.6793616807814447e-06
single	8.733541460112378e-05	9.407536568077072e-05
singles	4.298893464822154e-06	7.144964482083853e-06
sink	4.977666117162495e-06	1.4885342671008026e-06
sinkman	3.846378363261928e-06	2.9770685342016053e-07
sinn	2.262575507801134e-07	5.061016508142729e-06
sins	6.787726523403402e-07	5.95413706840321e-06
sip	2.262575507801134e-07	9.526619309445137e-06
siqnificantly	2.262575507801134e-07	5.65643021498305e-06
sir	7.466499175743743e-06	0.00015063966783060122
siratu	2.262575507801134e-07	8.038085042344335e-06
sirius	4.525151015602268e-07	8.038085042344335e-06
sistema	2.262575507801134e-07	1.3099101550487064e-05
sister	7.240241624963629e-06	3.423628814331846e-05
sisters	1.5838028554607938e-06	6.549550775243532e-06
sit	3.71062383279386e-05	4.257208003908296e-05
sitara	0.0002244474903738725	2.9770685342016053e-07
site	0.00026879397032677474	0.0008880595437523389
siteguaaranteed	2.262575507801134e-07	1.9350945472310434e-05
sites	3.8690041183399394e-05	0.00024679898148531306
siting	7.240241624963629e-06	2.9770685342016053e-07
sitio	2.262575507801134e-07	7.144964482083853e-06
sits	4.298893464822154e-06	2.977068534201605e-06
sitting	1.2896680394466464e-05	3.1854633315957176e-05
situated	9.050302031204536e-07	6.549550775243532e-06
situation	0.00015973783085076006	8.782352175894736e-05
situations	1.3575453046806804e-05	9.824326162865297e-06
six	0.00011380754804239704	0.00012265522360910614
sixteen	2.2625755078011343e-06	1.101515357654594e-05
sixth	1.3801710597586917e-05	4.465602801302408e-06
sixty	1.8100604062409072e-06	1.3694515257327385e-05
sizable	6.108953871063062e-06	3.870189094462087e-06
size	8.032143052694026e-05	0.0004215529044429473
sized	4.977666117162495e-06	3.7213356677520063e-05
sizes	2.4888330585812476e-06	2.5602789394133807e-05
sizzling	4.525151015602268e-07	5.061016508142729e-06
sj	2.2173239976451114e-05	2.083947973941124e-06
sk	5.203923667942609e-06	3.870189094462087e-06
skelaxin	2.262575507801134e-07	9.228912456024977e-06
skeptical	9.729074683544877e-06	1.3099101550487064e-05
skepticism	4.298893464822154e-06	8.931205602604816e-07
ski	6.561468972623289e-06	5.95413706840321e-06
skiing	1.1312877539005671e-06	3.274775387621766e-06
skill	1.6290543656168164e-05	1.3099101550487064e-05
skilled	3.1676057109215877e-06	5.95413706840321e-06
skilling	0.00020295302304976172	2.9770685342016053e-07
skills	8.529909664410275e-05	2.5900496247553967e-05
skin	4.525151015602268e-07	4.614456228012488e-05
skinner	1.3122937945246577e-05	2.083947973941124e-06
skip	4.977666117162495e-06	1.101515357654594e-05
skittish	3.6201208124818143e-06	2.9770685342016053e-07
sky	3.393863261701701e-06	4.197666633224264e-05
skype	2.262575507801134e-07	9.228912456024977e-06
skyrocket	6.787726523403402e-07	1.9648652325730595e-05
skyrocketing	4.5251510156022686e-06	1.4885342671008026e-06
sl	5.430181218722722e-06	1.7862411205209632e-05
slab	9.050302031204536e-07	3.870189094462087e-06
slack	7.013984074183515e-06	2.977068534201605e-06
slam	2.4888330585812476e-06	5.358723361562889e-06
slant	2.2625755078011343e-06	2.083947973941124e-06
slash	2.9413481601414743e-06	1.0717446723125779e-05
slashed	8.145271828084082e-06	2.3816548273612843e-06
slashing	4.751408566382382e-06	2.083947973941124e-06
slated	9.502817132764764e-06	3.274775387621766e-06
slaughter	3.846378363261928e-06	4.7633096547225685e-06
slava	4.5251510156022686e-06	2.9770685342016053e-07
slave	1.1312877539005671e-06	3.5724822410419264e-06
sleek	4.525151015602268e-07	5.65643021498305e-06
sleep	6.787726523403402e-06	5.418264732246922e-05
sleeping	1.8100604062409072e-06	5.1205578788267614e-05
sleeve	5.203923667942609e-06	2.977068534201605e-06
slew	4.072635914042041e-06	1.7862411205209632e-06
slice	3.1676057109215877e-06	4.465602801302408e-06
slid	1.2217907742126124e-05	2.3816548273612843e-06
slide	3.3712375066236897e-05	4.7633096547225685e-06
slides	2.9413481601414745e-05	2.977068534201605e-06
sliding	2.715090609361361e-06	1.1908274136806421e-06
slight	8.371529378864195e-06	4.167895947882248e-06
slightly	4.208390444510109e-05	5.65643021498305e-06
slim	4.5251510156022686e-06	1.3992222110747545e-05
slinger	5.430181218722722e-06	2.9770685342016053e-07
slip	5.656438769502835e-06	8.038085042344335e-06
slipped	1.3801710597586917e-05	3.274775387621766e-06
sloan	6.787726523403402e-06	2.083947973941124e-06
slone	1.85531191639693e-05	2.9770685342016053e-07
slot	1.0407847335885217e-05	1.4289928964167706e-05
slots	5.203923667942609e-06	3.870189094462087e-06
slow	3.325985996467667e-05	2.6198203100974128e-05
slowdown	9.95533223432499e-06	5.954137068403211e-07
slowed	8.597786929644309e-06	5.954137068403211e-07
slower	8.145271828084082e-06	5.954137068403211e-07
slowing	1.3122937945246577e-05	1.4885342671008026e-06
slowly	9.27655958198465e-06	1.0419739869705618e-05
sludge	2.262575507801134e-07	6.549550775243532e-06
slump	8.597786929644309e-06	2.6793616807814447e-06
slumped	8.145271828084082e-06	8.931205602604816e-07
slumping	4.751408566382382e-06	2.9770685342016053e-07
slut	2.262575507801134e-07	6.847257628663692e-06
sluts	2.262575507801134e-07	1.7862411205209632e-05
sm	8.145271828084082e-06	1.8755531765470114e-05
sma	6.787726523403402e-07	2.4411961980453162e-05
smack	6.787726523403402e-07	5.358723361562889e-06
smail	2.262575507801134e-07	2.322113456677252e-05
smal	2.262575507801134e-07	2.381654827361284e-05
small	0.0001366595606711885	0.00023876089644296874
smallcap	2.262575507801134e-07	1.3694515257327385e-05
smaller	4.841911586694427e-05	1.548075637784835e-05
smallest	2.9413481601414743e-06	2.5007375687293486e-05
smart	1.9458149367089754e-05	6.370926663191435e-05
smartmortgageusa	2.262575507801134e-07	8.633498749184656e-06
smell	2.715090609361361e-06	8.335791895764495e-06
smells	1.1312877539005671e-06	5.65643021498305e-06
smile	5.656438769502835e-06	1.7862411205209632e-05
smiles	1.8100604062409072e-06	3.870189094462087e-06
smiling	1.1312877539005671e-06	3.5724822410419264e-06
smith	0.00028078562051812075	4.0785838918561995e-05
smoke	4.072635914042041e-06	3.215234016937734e-05
smoker	2.262575507801134e-07	1.0419739869705618e-05
smokers	6.787726523403402e-07	5.95413706840321e-06
smoking	7.919014277303969e-06	6.996111055373773e-05
smooth	1.063410488666533e-05	2.798444422149509e-05
smoothly	8.597786929644309e-06	1.4885342671008026e-06
sms	1.3575453046806805e-06	1.696929064494915e-05
smtp	2.0136922019430093e-05	6.400697348533451e-05
smuggle	2.262575507801134e-07	7.144964482083853e-06
smuggling	2.262575507801134e-07	8.931205602604816e-06
sn	4.525151015602268e-07	1.4587635817587866e-05
snack	3.393863261701701e-06	4.7633096547225685e-06
snail	9.050302031204536e-07	4.167895947882248e-06
snap	2.9413481601414743e-06	4.465602801302408e-06
snapshot	8.371529378864195e-06	3.5724822410419264e-06
snider	4.072635914042041e-06	1.1908274136806421e-06
snippet	2.262575507801134e-07	4.7633096547225685e-06
snow	6.335211421843175e-06	1.190827413680642e-05
snowmobile	2.262575507801134e-07	4.7633096547225685e-06
snyder	3.846378363261928e-06	1.4885342671008026e-06
so	0.0012075365485134653	0.0010291725922734949
soap	1.5838028554607938e-06	6.2518439218233715e-06
soar	4.072635914042041e-06	3.661794297067974e-05
soared	1.199165019134601e-05	1.4885342671008026e-06
soaring	1.2217907742126124e-05	2.5305082540713646e-05
soars	2.2625755078011343e-06	2.977068534201605e-06
sob	2.262575507801134e-07	1.13128604299661e-05
sobre	6.787726523403402e-07	4.495373486644424e-05
socal	0.00010611479131587319	2.9770685342016053e-07
socalehr	9.502817132764764e-06	2.9770685342016053e-07
socaltop	9.502817132764764e-06	2.9770685342016053e-07
soccer	8.824044480424424e-06	9.526619309445137e-06
social	1.9458149367089754e-05	7.323588594135949e-05
society	1.538551345304771e-05	2.4709668833873326e-05
soda	9.050302031204536e-07	6.2518439218233715e-06
sof	2.262575507801134e-07	2.4114255127033e-05
soffttwares	2.262575507801134e-07	5.65643021498305e-06
sofftwaares	2.262575507801134e-07	4.52514417198644e-05
sofftwaree	2.262575507801134e-07	5.65643021498305e-06
soft	2.262575507801134e-05	0.00041470564681428363
softabs	2.262575507801134e-07	1.4289928964167706e-05
softphone	2.262575507801134e-07	6.847257628663692e-06
softs	3.6201208124818143e-06	5.061016508142729e-06
softswitches	2.262575507801134e-07	5.95413706840321e-06
softtabs	2.262575507801134e-07	3.870189094462087e-05
software	0.0001382433635266493	0.0012378650965210274
softwares	4.525151015602268e-07	0.00020035671235176804
sogomonian	7.466499175743743e-06	2.9770685342016053e-07
sohne	2.262575507801134e-07	1.3396808403907224e-05
soid	2.262575507801134e-07	1.4587635817587866e-05
soie	2.262575507801134e-07	7.442671335504013e-06
soiicitation	2.262575507801134e-07	4.048813206514183e-05
soiid	2.262575507801134e-07	6.2518439218233715e-06
soil	1.1312877539005671e-06	7.740378188924174e-06
soiutions	2.262575507801134e-07	4.763309654722568e-05
sokolov	2.058943712099032e-05	2.9770685342016053e-07
sol	1.5838028554607938e-06	4.7633096547225685e-06
solar	4.072635914042041e-06	5.061016508142729e-06
solberg	4.5251510156022686e-06	2.9770685342016053e-07
sold	0.0001687881328819646	0.00012801394697066902
solder	2.262575507801134e-07	6.2518439218233715e-06
soldier	2.262575507801134e-07	1.3099101550487064e-05
soldiers	1.8100604062409072e-06	1.726699749836931e-05
soldstart	2.262575507801134e-07	5.95413706840321e-06
sole	2.647213344127327e-05	3.334316758305798e-05
solely	2.0815694671770434e-05	2.26257208599322e-05
soli	9.050302031204536e-07	3.274775387621766e-06
solicit	5.656438769502835e-06	3.54271155569991e-05
solicitation	2.398330038269202e-05	0.0001938071615765245
solicite	2.262575507801134e-07	1.101515357654594e-05
soliciting	2.715090609361361e-06	1.190827413680642e-05
solicitor	2.0363179570210205e-06	6.847257628663692e-06
solid	2.398330038269202e-05	5.4480354175889375e-05
solidifying	1.1312877539005671e-06	3.274775387621766e-06
solis	4.072635914042041e-06	5.954137068403211e-07
solitude	2.262575507801134e-07	5.061016508142729e-06
solmonson	3.7558753429498825e-05	2.9770685342016053e-07
solo	1.8100604062409072e-06	1.637387693810883e-05
solomon	2.715090609361361e-06	5.358723361562889e-06
soluble	2.262575507801134e-07	5.95413706840321e-06
solution	8.529909664410275e-05	0.0001268231195569884
solutions	6.154205381219084e-05	0.0001893415587752221
solve	1.3575453046806804e-05	2.5900496247553967e-05
solved	6.561468972623289e-06	1.0717446723125779e-05
solvent	2.9413481601414743e-06	1.4885342671008026e-06
solves	2.0363179570210205e-06	6.847257628663692e-06
solving	1.0407847335885217e-05	8.038085042344335e-06
som	2.262575507801134e-07	1.607617008468867e-05
soma	8.145271828084082e-06	8.693040119868687e-05
some	0.0012935144178099084	0.0007183666373028473
somebody	1.6064286105388052e-05	2.5305082540713646e-05
someday	1.1312877539005671e-06	9.228912456024977e-06
somehow	9.502817132764764e-06	5.9541370684032106e-05
someone	0.0001554389373859379	0.0001259299989967279
something	0.00018688873694437368	0.0001598685802866262
sometime	4.4120222402122114e-05	4.7633096547225685e-06
sometimes	3.0318511804535198e-05	6.19230255113934e-05
somewhat	3.5296177921697695e-05	7.740378188924174e-06
somewhere	2.1041952222550546e-05	1.5183049524428187e-05
somma	2.262575507801134e-07	9.228912456024977e-06
son	1.6064286105388052e-05	0.00010687676037783762
sonar	2.262575507801134e-07	8.931205602604816e-06
sonat	2.0363179570210205e-06	2.977068534201605e-06
sondstrom	2.262575507801134e-07	4.167895947882248e-06
song	4.298893464822154e-06	2.4411961980453162e-05
songs	1.8100604062409072e-06	1.13128604299661e-05
sons	9.729074683544877e-06	6.2518439218233715e-06
sony	9.050302031204537e-06	8.038085042344335e-05
sooftware	2.262575507801134e-07	5.65643021498305e-06
sooma	2.262575507801134e-07	8.931205602604816e-06
soon	0.000273319121342377	0.00027418801199996783
sooner	1.5611771003827826e-05	1.9350945472310434e-05
soonest	1.1312877539005671e-06	6.2518439218233715e-06
sophie	1.1539135089785784e-05	2.6793616807814447e-06
sophisticated	1.7648088960848848e-05	1.161056728338626e-05
sore	1.5838028554607938e-06	3.870189094462087e-06
